window_time,tollgate_id,direction,vehicle_model,has_etc,vehicle_type,month,day,hour,minute,hour_y,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,count,direction,tollgate_id,window_time,window_time_formatted,weekday,rounded_min,is_festival,is_working_day
2016-10-03-13-0,1,0,0.0838709677419,0.0258064516129,,10.0,3.0,13.0,10.3741935484,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,155,0,1,2016-10-03-13-0,2016-10-03 13:00:00,1.0,0.0,1,0
2016-10-03-13-0,1,1,2.05,0.2,0.7,10.0,3.0,13.0,11.0,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,20,1,1,2016-10-03-13-0,2016-10-03 13:00:00,1.0,0.0,1,0
2016-10-03-13-0,2,0,1.0,1.0,,10.0,3.0,13.0,6.71428571429,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,7,0,2,2016-10-03-13-0,2016-10-03 13:00:00,1.0,0.0,1,0
2016-10-03-13-0,3,0,0.443298969072,0.0927835051546,,10.0,3.0,13.0,9.47422680412,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,97,0,3,2016-10-03-13-0,2016-10-03 13:00:00,1.0,0.0,1,0
2016-10-03-13-0,3,1,1.875,0.541666666667,0.416666666667,10.0,3.0,13.0,9.375,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,24,1,3,2016-10-03-13-0,2016-10-03 13:00:00,1.0,0.0,1,0
2016-10-03-13-20,1,0,0.262569832402,0.0446927374302,,10.0,3.0,13.0,29.5418994413,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,179,0,1,2016-10-03-13-20,2016-10-03 13:20:00,1.0,20.0,1,0
2016-10-03-13-20,1,1,2.28571428571,0.214285714286,0.714285714286,10.0,3.0,13.0,30.9285714286,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,14,1,1,2016-10-03-13-20,2016-10-03 13:20:00,1.0,20.0,1,0
2016-10-03-13-20,2,0,1.5,1.0,,10.0,3.0,13.0,27.3333333333,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,12,0,2,2016-10-03-13-20,2016-10-03 13:20:00,1.0,20.0,1,0
2016-10-03-13-20,3,0,0.402298850575,0.103448275862,,10.0,3.0,13.0,29.5517241379,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,87,0,3,2016-10-03-13-20,2016-10-03 13:20:00,1.0,20.0,1,0
2016-10-03-13-20,3,1,1.42307692308,0.730769230769,0.230769230769,10.0,3.0,13.0,30.3846153846,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,26,1,3,2016-10-03-13-20,2016-10-03 13:20:00,1.0,20.0,1,0
2016-10-03-13-40,1,0,0.157303370787,0.0505617977528,,10.0,3.0,13.0,49.0561797753,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,178,0,1,2016-10-03-13-40,2016-10-03 13:40:00,1.0,40.0,1,0
2016-10-03-13-40,1,1,1.72222222222,0.333333333333,0.611111111111,10.0,3.0,13.0,48.4444444444,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,18,1,1,2016-10-03-13-40,2016-10-03 13:40:00,1.0,40.0,1,0
2016-10-03-13-40,2,0,1.2,1.0,,10.0,3.0,13.0,48.7,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,10,0,2,2016-10-03-13-40,2016-10-03 13:40:00,1.0,40.0,1,0
2016-10-03-13-40,3,0,0.528571428571,0.128571428571,,10.0,3.0,13.0,48.0714285714,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,140,0,3,2016-10-03-13-40,2016-10-03 13:40:00,1.0,40.0,1,0
2016-10-03-13-40,3,1,1.45454545455,0.409090909091,0.590909090909,10.0,3.0,13.0,48.0454545455,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,22,1,3,2016-10-03-13-40,2016-10-03 13:40:00,1.0,40.0,1,0
2016-10-03-14-0,1,0,0.180327868852,0.0710382513661,,10.0,3.0,14.0,9.7650273224,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,183,0,1,2016-10-03-14-0,2016-10-03 14:00:00,1.0,0.0,1,0
2016-10-03-14-0,1,1,2.05555555556,0.222222222222,0.666666666667,10.0,3.0,14.0,8.88888888889,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,18,1,1,2016-10-03-14-0,2016-10-03 14:00:00,1.0,0.0,1,0
2016-10-03-14-0,2,0,1.375,1.0,,10.0,3.0,14.0,8.375,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,8,0,2,2016-10-03-14-0,2016-10-03 14:00:00,1.0,0.0,1,0
2016-10-03-14-0,3,0,0.338129496403,0.115107913669,,10.0,3.0,14.0,8.85611510791,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,139,0,3,2016-10-03-14-0,2016-10-03 14:00:00,1.0,0.0,1,0
2016-10-03-14-0,3,1,1.35483870968,0.709677419355,0.225806451613,10.0,3.0,14.0,9.90322580645,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,31,1,3,2016-10-03-14-0,2016-10-03 14:00:00,1.0,0.0,1,0
2016-10-03-14-20,1,0,0.188405797101,0.0386473429952,,10.0,3.0,14.0,29.6280193237,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,207,0,1,2016-10-03-14-20,2016-10-03 14:20:00,1.0,20.0,1,0
2016-10-03-14-20,1,1,1.71428571429,0.52380952381,0.47619047619,10.0,3.0,14.0,28.9523809524,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,21,1,1,2016-10-03-14-20,2016-10-03 14:20:00,1.0,20.0,1,0
2016-10-03-14-20,2,0,1.3,1.0,,10.0,3.0,14.0,25.9,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,10,0,2,2016-10-03-14-20,2016-10-03 14:20:00,1.0,20.0,1,0
2016-10-03-14-20,3,0,0.330508474576,0.101694915254,,10.0,3.0,14.0,29.8474576271,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,118,0,3,2016-10-03-14-20,2016-10-03 14:20:00,1.0,20.0,1,0
2016-10-03-14-20,3,1,2.09090909091,0.636363636364,0.272727272727,10.0,3.0,14.0,28.6818181818,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,22,1,3,2016-10-03-14-20,2016-10-03 14:20:00,1.0,20.0,1,0
2016-10-03-14-40,1,0,0.102272727273,0.0227272727273,,10.0,3.0,14.0,48.7613636364,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,176,0,1,2016-10-03-14-40,2016-10-03 14:40:00,1.0,40.0,1,0
2016-10-03-14-40,1,1,1.77777777778,0.277777777778,0.666666666667,10.0,3.0,14.0,48.1111111111,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,18,1,1,2016-10-03-14-40,2016-10-03 14:40:00,1.0,40.0,1,0
2016-10-03-14-40,2,0,1.0,1.0,,10.0,3.0,14.0,51.1538461538,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,13,0,2,2016-10-03-14-40,2016-10-03 14:40:00,1.0,40.0,1,0
2016-10-03-14-40,3,0,0.406779661017,0.0847457627119,,10.0,3.0,14.0,50.1101694915,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,118,0,3,2016-10-03-14-40,2016-10-03 14:40:00,1.0,40.0,1,0
2016-10-03-14-40,3,1,1.57142857143,0.5,0.5,10.0,3.0,14.0,49.75,12.0,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,28,1,3,2016-10-03-14-40,2016-10-03 14:40:00,1.0,40.0,1,0
2016-10-03-15-0,1,0,0.147727272727,0.0340909090909,,10.0,3.0,15.0,9.51136363636,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,176,0,1,2016-10-03-15-0,2016-10-03 15:00:00,1.0,0.0,1,0
2016-10-03-15-0,1,1,2.0,0.478260869565,0.434782608696,10.0,3.0,15.0,7.73913043478,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,23,1,1,2016-10-03-15-0,2016-10-03 15:00:00,1.0,0.0,1,0
2016-10-03-15-0,2,0,1.0,1.0,,10.0,3.0,15.0,9.4,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,5,0,2,2016-10-03-15-0,2016-10-03 15:00:00,1.0,0.0,1,0
2016-10-03-15-0,3,0,0.378640776699,0.0776699029126,,10.0,3.0,15.0,10.7475728155,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,103,0,3,2016-10-03-15-0,2016-10-03 15:00:00,1.0,0.0,1,0
2016-10-03-15-0,3,1,1.60869565217,0.521739130435,0.434782608696,10.0,3.0,15.0,11.3913043478,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,23,1,3,2016-10-03-15-0,2016-10-03 15:00:00,1.0,0.0,1,0
2016-10-03-15-20,1,0,0.0994475138122,0.0386740331492,,10.0,3.0,15.0,28.6906077348,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,181,0,1,2016-10-03-15-20,2016-10-03 15:20:00,1.0,20.0,1,0
2016-10-03-15-20,1,1,2.05882352941,0.411764705882,0.588235294118,10.0,3.0,15.0,30.4117647059,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,17,1,1,2016-10-03-15-20,2016-10-03 15:20:00,1.0,20.0,1,0
2016-10-03-15-20,2,0,1.0,1.0,,10.0,3.0,15.0,26.625,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,8,0,2,2016-10-03-15-20,2016-10-03 15:20:00,1.0,20.0,1,0
2016-10-03-15-20,3,0,0.348623853211,0.0825688073394,,10.0,3.0,15.0,30.4128440367,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,109,0,3,2016-10-03-15-20,2016-10-03 15:20:00,1.0,20.0,1,0
2016-10-03-15-20,3,1,1.54054054054,0.567567567568,0.351351351351,10.0,3.0,15.0,28.8108108108,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,37,1,3,2016-10-03-15-20,2016-10-03 15:20:00,1.0,20.0,1,0
2016-10-03-15-40,1,0,0.229885057471,0.051724137931,,10.0,3.0,15.0,49.4195402299,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,174,0,1,2016-10-03-15-40,2016-10-03 15:40:00,1.0,40.0,1,0
2016-10-03-15-40,1,1,1.5,0.625,0.375,10.0,3.0,15.0,50.875,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,8,1,1,2016-10-03-15-40,2016-10-03 15:40:00,1.0,40.0,1,0
2016-10-03-15-40,2,0,1.2,1.0,,10.0,3.0,15.0,53.2,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,5,0,2,2016-10-03-15-40,2016-10-03 15:40:00,1.0,40.0,1,0
2016-10-03-15-40,3,0,0.344086021505,0.0537634408602,,10.0,3.0,15.0,47.5483870968,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,93,0,3,2016-10-03-15-40,2016-10-03 15:40:00,1.0,40.0,1,0
2016-10-03-15-40,3,1,1.75,0.666666666667,0.333333333333,10.0,3.0,15.0,48.5,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,24,1,3,2016-10-03-15-40,2016-10-03 15:40:00,1.0,40.0,1,0
2016-10-03-16-0,1,0,0.183673469388,0.0340136054422,,10.0,3.0,16.0,9.39455782313,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,147,0,1,2016-10-03-16-0,2016-10-03 16:00:00,1.0,0.0,1,0
2016-10-03-16-0,1,1,1.45454545455,0.818181818182,0.181818181818,10.0,3.0,16.0,9.18181818182,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,11,1,1,2016-10-03-16-0,2016-10-03 16:00:00,1.0,0.0,1,0
2016-10-03-16-0,2,0,1.75,1.0,,10.0,3.0,16.0,6.75,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,4,0,2,2016-10-03-16-0,2016-10-03 16:00:00,1.0,0.0,1,0
2016-10-03-16-0,3,0,0.504587155963,0.128440366972,,10.0,3.0,16.0,9.18348623853,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,109,0,3,2016-10-03-16-0,2016-10-03 16:00:00,1.0,0.0,1,0
2016-10-03-16-0,3,1,2.17391304348,0.521739130435,0.478260869565,10.0,3.0,16.0,9.08695652174,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,23,1,3,2016-10-03-16-0,2016-10-03 16:00:00,1.0,0.0,1,0
2016-10-03-16-20,1,0,0.176056338028,0.056338028169,,10.0,3.0,16.0,29.6971830986,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,142,0,1,2016-10-03-16-20,2016-10-03 16:20:00,1.0,20.0,1,0
2016-10-03-16-20,1,1,1.5,0.363636363636,0.636363636364,10.0,3.0,16.0,31.0454545455,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,22,1,1,2016-10-03-16-20,2016-10-03 16:20:00,1.0,20.0,1,0
2016-10-03-16-20,2,0,1.0,1.0,,10.0,3.0,16.0,28.0,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,3,0,2,2016-10-03-16-20,2016-10-03 16:20:00,1.0,20.0,1,0
2016-10-03-16-20,3,0,0.290322580645,0.0430107526882,,10.0,3.0,16.0,28.9032258065,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,93,0,3,2016-10-03-16-20,2016-10-03 16:20:00,1.0,20.0,1,0
2016-10-03-16-20,3,1,1.94736842105,0.526315789474,0.473684210526,10.0,3.0,16.0,28.6315789474,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,19,1,3,2016-10-03-16-20,2016-10-03 16:20:00,1.0,20.0,1,0
2016-10-03-16-40,1,0,0.2,0.0666666666667,,10.0,3.0,16.0,50.0476190476,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,105,0,1,2016-10-03-16-40,2016-10-03 16:40:00,1.0,40.0,1,0
2016-10-03-16-40,1,1,1.23076923077,0.384615384615,0.538461538462,10.0,3.0,16.0,52.9230769231,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,13,1,1,2016-10-03-16-40,2016-10-03 16:40:00,1.0,40.0,1,0
2016-10-03-16-40,2,0,1.375,1.0,,10.0,3.0,16.0,54.625,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,8,0,2,2016-10-03-16-40,2016-10-03 16:40:00,1.0,40.0,1,0
2016-10-03-16-40,3,0,0.311111111111,0.144444444444,,10.0,3.0,16.0,48.6111111111,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,90,0,3,2016-10-03-16-40,2016-10-03 16:40:00,1.0,40.0,1,0
2016-10-03-16-40,3,1,1.31818181818,0.545454545455,0.454545454545,10.0,3.0,16.0,49.0454545455,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,22,1,3,2016-10-03-16-40,2016-10-03 16:40:00,1.0,40.0,1,0
2016-10-03-17-0,1,0,0.196078431373,0.0261437908497,,10.0,3.0,17.0,10.2091503268,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,153,0,1,2016-10-03-17-0,2016-10-03 17:00:00,1.0,0.0,1,0
2016-10-03-17-0,1,1,1.72727272727,0.545454545455,0.454545454545,10.0,3.0,17.0,12.0,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,11,1,1,2016-10-03-17-0,2016-10-03 17:00:00,1.0,0.0,1,0
2016-10-03-17-0,2,0,1.0,1.0,,10.0,3.0,17.0,13.0,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,5,0,2,2016-10-03-17-0,2016-10-03 17:00:00,1.0,0.0,1,0
2016-10-03-17-0,3,0,0.319587628866,0.0824742268041,,10.0,3.0,17.0,8.51546391753,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,97,0,3,2016-10-03-17-0,2016-10-03 17:00:00,1.0,0.0,1,0
2016-10-03-17-0,3,1,2.57142857143,0.285714285714,0.714285714286,10.0,3.0,17.0,12.4285714286,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,14,1,3,2016-10-03-17-0,2016-10-03 17:00:00,1.0,0.0,1,0
2016-10-03-17-20,1,0,0.215517241379,0.051724137931,,10.0,3.0,17.0,29.75,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,116,0,1,2016-10-03-17-20,2016-10-03 17:20:00,1.0,20.0,1,0
2016-10-03-17-20,1,1,1.53333333333,0.866666666667,0.133333333333,10.0,3.0,17.0,31.4,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,15,1,1,2016-10-03-17-20,2016-10-03 17:20:00,1.0,20.0,1,0
2016-10-03-17-20,2,0,1.0,1.0,,10.0,3.0,17.0,28.5714285714,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,7,0,2,2016-10-03-17-20,2016-10-03 17:20:00,1.0,20.0,1,0
2016-10-03-17-20,3,0,0.625,0.09375,,10.0,3.0,17.0,29.125,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,96,0,3,2016-10-03-17-20,2016-10-03 17:20:00,1.0,20.0,1,0
2016-10-03-17-20,3,1,1.55555555556,0.444444444444,0.444444444444,10.0,3.0,17.0,30.3333333333,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,9,1,3,2016-10-03-17-20,2016-10-03 17:20:00,1.0,20.0,1,0
2016-10-03-17-40,1,0,0.225225225225,0.027027027027,,10.0,3.0,17.0,49.1531531532,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,111,0,1,2016-10-03-17-40,2016-10-03 17:40:00,1.0,40.0,1,0
2016-10-03-17-40,1,1,2.3,0.6,0.4,10.0,3.0,17.0,49.7,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,10,1,1,2016-10-03-17-40,2016-10-03 17:40:00,1.0,40.0,1,0
2016-10-03-17-40,2,0,1.0,1.0,,10.0,3.0,17.0,48.6,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,5,0,2,2016-10-03-17-40,2016-10-03 17:40:00,1.0,40.0,1,0
2016-10-03-17-40,3,0,0.565217391304,0.119565217391,,10.0,3.0,17.0,48.1739130435,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,92,0,3,2016-10-03-17-40,2016-10-03 17:40:00,1.0,40.0,1,0
2016-10-03-17-40,3,1,1.28571428571,0.285714285714,0.571428571429,10.0,3.0,17.0,50.4285714286,15.0,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,7,1,3,2016-10-03-17-40,2016-10-03 17:40:00,1.0,40.0,1,0
2016-10-03-18-0,1,0,0.333333333333,0.027027027027,,10.0,3.0,18.0,9.77477477477,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,111,0,1,2016-10-03-18-0,2016-10-03 18:00:00,1.0,0.0,1,0
2016-10-03-18-0,1,1,1.42857142857,0.428571428571,0.571428571429,10.0,3.0,18.0,12.1428571429,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,7,1,1,2016-10-03-18-0,2016-10-03 18:00:00,1.0,0.0,1,0
2016-10-03-18-0,2,0,1.0,1.0,,10.0,3.0,18.0,8.0,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,3,0,2,2016-10-03-18-0,2016-10-03 18:00:00,1.0,0.0,1,0
2016-10-03-18-0,3,0,0.392405063291,0.0886075949367,,10.0,3.0,18.0,10.6708860759,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,79,0,3,2016-10-03-18-0,2016-10-03 18:00:00,1.0,0.0,1,0
2016-10-03-18-0,3,1,1.75,0.583333333333,0.333333333333,10.0,3.0,18.0,8.25,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,12,1,3,2016-10-03-18-0,2016-10-03 18:00:00,1.0,0.0,1,0
2016-10-03-18-20,1,0,0.229166666667,0.0520833333333,,10.0,3.0,18.0,29.8020833333,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,96,0,1,2016-10-03-18-20,2016-10-03 18:20:00,1.0,20.0,1,0
2016-10-03-18-20,1,1,1.1,0.6,0.4,10.0,3.0,18.0,27.6,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,10,1,1,2016-10-03-18-20,2016-10-03 18:20:00,1.0,20.0,1,0
2016-10-03-18-20,2,0,1.0,1.0,,10.0,3.0,18.0,32.1111111111,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,9,0,2,2016-10-03-18-20,2016-10-03 18:20:00,1.0,20.0,1,0
2016-10-03-18-20,3,0,0.320512820513,0.115384615385,,10.0,3.0,18.0,29.3205128205,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,78,0,3,2016-10-03-18-20,2016-10-03 18:20:00,1.0,20.0,1,0
2016-10-03-18-20,3,1,1.7,0.65,0.3,10.0,3.0,18.0,26.85,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,20,1,3,2016-10-03-18-20,2016-10-03 18:20:00,1.0,20.0,1,0
2016-10-03-18-40,1,0,0.107142857143,0.0238095238095,,10.0,3.0,18.0,49.0238095238,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,84,0,1,2016-10-03-18-40,2016-10-03 18:40:00,1.0,40.0,1,0
2016-10-03-18-40,1,1,3.0,0.363636363636,0.636363636364,10.0,3.0,18.0,50.0,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,11,1,1,2016-10-03-18-40,2016-10-03 18:40:00,1.0,40.0,1,0
2016-10-03-18-40,2,0,1.0,1.0,,10.0,3.0,18.0,48.0,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,4,0,2,2016-10-03-18-40,2016-10-03 18:40:00,1.0,40.0,1,0
2016-10-03-18-40,3,0,0.277777777778,0.0694444444444,,10.0,3.0,18.0,48.7361111111,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,72,0,3,2016-10-03-18-40,2016-10-03 18:40:00,1.0,40.0,1,0
2016-10-03-18-40,3,1,1.72727272727,0.545454545455,0.272727272727,10.0,3.0,18.0,46.6363636364,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,11,1,3,2016-10-03-18-40,2016-10-03 18:40:00,1.0,40.0,1,0
2016-10-03-19-0,1,0,0.204545454545,0.0340909090909,,10.0,3.0,19.0,9.34090909091,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,88,0,1,2016-10-03-19-0,2016-10-03 19:00:00,1.0,0.0,1,0
2016-10-03-19-0,1,1,1.45454545455,0.636363636364,0.363636363636,10.0,3.0,19.0,10.6363636364,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,11,1,1,2016-10-03-19-0,2016-10-03 19:00:00,1.0,0.0,1,0
2016-10-03-19-0,2,0,1.0,1.0,,10.0,3.0,19.0,8.25,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,4,0,2,2016-10-03-19-0,2016-10-03 19:00:00,1.0,0.0,1,0
2016-10-03-19-0,3,0,0.423529411765,0.0470588235294,,10.0,3.0,19.0,9.42352941176,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,85,0,3,2016-10-03-19-0,2016-10-03 19:00:00,1.0,0.0,1,0
2016-10-03-19-0,3,1,1.18181818182,0.727272727273,0.272727272727,10.0,3.0,19.0,8.18181818182,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,11,1,3,2016-10-03-19-0,2016-10-03 19:00:00,1.0,0.0,1,0
2016-10-03-19-20,1,0,0.157303370787,0.0337078651685,,10.0,3.0,19.0,30.0449438202,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,89,0,1,2016-10-03-19-20,2016-10-03 19:20:00,1.0,20.0,1,0
2016-10-03-19-20,1,1,2.0,0.0,1.0,10.0,3.0,19.0,30.6,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,5,1,1,2016-10-03-19-20,2016-10-03 19:20:00,1.0,20.0,1,0
2016-10-03-19-20,2,0,1.0,1.0,,10.0,3.0,19.0,31.5,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,2,0,2,2016-10-03-19-20,2016-10-03 19:20:00,1.0,20.0,1,0
2016-10-03-19-20,3,0,0.225806451613,0.0322580645161,,10.0,3.0,19.0,30.0161290323,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,62,0,3,2016-10-03-19-20,2016-10-03 19:20:00,1.0,20.0,1,0
2016-10-03-19-20,3,1,1.375,0.5,0.375,10.0,3.0,19.0,31.625,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,8,1,3,2016-10-03-19-20,2016-10-03 19:20:00,1.0,20.0,1,0
2016-10-03-19-40,1,0,0.23595505618,0.0224719101124,,10.0,3.0,19.0,49.8988764045,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,89,0,1,2016-10-03-19-40,2016-10-03 19:40:00,1.0,40.0,1,0
2016-10-03-19-40,1,1,1.71428571429,0.428571428571,0.571428571429,10.0,3.0,19.0,49.4285714286,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,7,1,1,2016-10-03-19-40,2016-10-03 19:40:00,1.0,40.0,1,0
2016-10-03-19-40,2,0,1.0,1.0,,10.0,3.0,19.0,53.3333333333,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,3,0,2,2016-10-03-19-40,2016-10-03 19:40:00,1.0,40.0,1,0
2016-10-03-19-40,3,0,0.536585365854,0.19512195122,,10.0,3.0,19.0,49.7073170732,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,41,0,3,2016-10-03-19-40,2016-10-03 19:40:00,1.0,40.0,1,0
2016-10-03-19-40,3,1,1.5,0.8125,0.1875,10.0,3.0,19.0,49.0,18.0,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,16,1,3,2016-10-03-19-40,2016-10-03 19:40:00,1.0,40.0,1,0
2016-10-03-2-0,1,0,0.25,0.0,,10.0,3.0,2.0,10.125,0.0,1007.4,1012.3,13.0,2.6,22.4,85.0,0.0,8,0,1,2016-10-03-2-0,2016-10-03 02:00:00,1.0,0.0,1,0
2016-10-03-2-0,1,1,1.5,0.0,1.0,10.0,3.0,2.0,9.25,0.0,1007.4,1012.3,13.0,2.6,22.4,85.0,0.0,4,1,1,2016-10-03-2-0,2016-10-03 02:00:00,1.0,0.0,1,0
2016-10-03-2-0,3,0,1.23076923077,0.0,,10.0,3.0,2.0,8.23076923077,0.0,1007.4,1012.3,13.0,2.6,22.4,85.0,0.0,13,0,3,2016-10-03-2-0,2016-10-03 02:00:00,1.0,0.0,1,0
2016-10-03-2-0,3,1,2.33333333333,0.0,1.0,10.0,3.0,2.0,9.66666666667,0.0,1007.4,1012.3,13.0,2.6,22.4,85.0,0.0,3,1,3,2016-10-03-2-0,2016-10-03 02:00:00,1.0,0.0,1,0
2016-10-03-2-20,1,0,1.8,0.0,,10.0,3.0,2.0,26.8,0.0,1007.4,1012.3,13.0,2.6,22.4,85.0,0.0,5,0,1,2016-10-03-2-20,2016-10-03 02:20:00,1.0,20.0,1,0
2016-10-03-2-20,1,1,1.25,0.0,1.0,10.0,3.0,2.0,27.75,0.0,1007.4,1012.3,13.0,2.6,22.4,85.0,0.0,4,1,1,2016-10-03-2-20,2016-10-03 02:20:00,1.0,20.0,1,0
